,#START#,O,I-neutral,B-neutral,B-positive,I-positive,B-negative,I-negative,#STOP#
in O
Singapore B-neutral
https://t.co/wrGzCJxYOf O

I'm O
at O
Bao B-neutral
Makers I-neutral
in O
Singapore O
https://t.co/ddKAZDwu2m O

All O
this O
pain O
will O
soon O
be O
gone O
( O
@ O
KPJ B-neutral
Johor I-neutral
Specialist I-neutral
Hospital I-neutral
in O
Johor B-neutral
Bahru I-neutral
, I-neutral
Johor I-neutral
) O
https://t.co/ktdL89yUp2 O

Whoopsss O
! O
Bro O
gonna O
drive O
to O
pasir B-neutral
ris I-neutral
to O
fetch O
me O
on O
my O
first O
book O
out O
shiokkkk O

can O
pokemon B-positive
go I-positive
be O
in O
sg B-neutral
already O
! O
! O
! O

I'm O
at O
babland B-neutral
... O
in O
hougang B-neutral
, I-neutral
singapore I-neutral
https://t.co/uXsoJcMyid O

just O
finished O
watching O
all O
the O
episodes O
of O
Gravity B-positive
Falls I-positive
❤ O
❤ O
❤ O

today O
is O
an O
8 O
hour O
pop O
playlist O
on O
spotify B-neutral
premium O
day O

Invite O
you O
to O
join O
victoriacjy B-neutral
' O
s O
streaming O
on O
#BIGOLIVE B-neutral
. O
Join O
now O
! O
https://t.co/mz3IVWTuSz O
HAHA O
https://t.co/CvHDltNCgk O

I'm O
at O
Retail B-neutral
Training I-neutral
Centre I-neutral
in O
Singapore B-neutral
w O
/ O
@gwenhurrhurr O
@twinklesdiamond O
https://t.co/TYoNom6aBD O

I'm O
at O
Kaplan B-neutral
City I-neutral
Campus I-neutral
( I-neutral
PoMo I-neutral
) I-neutral
in O
Singapore B-neutral
w O
/ O
@shikslx O
https://t.co/LjrhxbnWr6 O

I'm O
at O
Chye B-neutral
Heng I-neutral
Cold I-neutral
& I-neutral
Hot I-neutral
Drinks I-neutral
Stall I-neutral
https://t.co/620NJUq2w4 O

Sooner O
or O
later O
people O
will O
head O
down O
to O
zouk B-neutral
to O
catch O
Pokemon B-neutral
. O

#pathdaily O
( O
at O
Noah's B-neutral
Ark I-neutral
) O
[ O
pic O
] O
— O
https://t.co/kLHoQIpKJU O

omfg O
can O
im O
like O
migrate O
to O
korea B-neutral
and O
chill O
with O
bts B-positive
or O
bigbang B-positive
or O
got B-positive
7 I-positive
or O
somethin O
? O
meet O
them O
even O
once O
also O
enough O
alrd O
ley O
:( O

Who's O
the O
Yoga O
expert O
in O
Black O
with O
Flowy B-neutral
Pants I-neutral
? O
#siblings O
@ O
Chai B-neutral
Chee I-neutral
Road I-neutral
https://t.co/54qAwpfRDl O

Or O
Greenland B-neutral
. O
Or O
Iceland B-neutral
. O
Or O
Canada B-neutral
. O

Waiting O
outside O
camp O
and O
hearing O
a O
woman O
shout O
",0,1.12450521770421e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
https://t.co/dNRFsZJ4rt,0,1.12450521770421e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
https://t.co/CeQiacEE88,0,1.12450521770421e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
https://t.co/zXpT7YbV7B,0,1.12450521770421e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
@NurAfifah,0,0.0,0.0,8.101758081503687e-05,0.0,0.0,0.0,0.0,0
https://t.co/FmIk0kP0bY,0,1.12450521770421e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
Tories,0,0.0,6.98421567257997e-05,0.0,0.0,0.0,0.0,0.0,0
sissoko,0,0.0,0.0,0.0,0.0005293806246691371,0.0,0.0,0.0,0
Vivi,0,0.0,0.0,8.101758081503687e-05,0.0,0.0,0.0,0.0,0
range,0,1.12450521770421e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
https://t.co/QSB57eCpqh,0,1.12450521770421e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
https://t.co/wpEVRoF9ED,0,1.12450521770421e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
detection,0,1.12450521770421e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
" O
Is O
she O
Anglisha B-neutral
@abearfromSEA O
? O
https://t.co/RJuvSx9Ov2 O

With O
Mamaa O
and O
Afri B-neutral
at O
Nagoya B-neutral
Hill I-neutral
Shopping I-neutral
Mall I-neutral
— O
https://t.co/xP1W4gAgZm O

Interested O
in O
a O
#job O
near O
#Singapore B-neutral
, O
South O
West O
? O
This O
could O
be O
a O
great O
fit O
: O
https://t.co/i3JhaDKvIV O
#Sales O
#Hiring O
https://t.co/EvpwHz48hL O

I'm O
at O
Yishun B-neutral
MRT I-neutral
Station I-neutral
( O
NS13 O
) O
- O
@smrt_singapore O
in O
Singapore B-neutral
https://t.co/ThnOTegjry O

Happy O
Birthday O
To O
Our O
Beloved O
Oppa O
kleonc B-positive
Saengil O
Chukhahamnida O
#Soccer O
#Fustal O
#GreatWorkOut O
… O
https://t.co/n4Vi4vVvQ2 O

~ O
One O
for O
the O
roadTwo O
for O
the O
hogggg O
~ O
For O
20 O
year O
, O
Naughty B-positive
Nuri I-positive
' O
s O
is O
said O
to O
have O
the O
best O
… O
https://t.co/4wP8h03ipg O

Scumbags B-negative
like O
you O
spoils O
my O
mood O

when O
you O
’ O
re O
silently O
watching O
someone O
’ O
s O
Bigo B-neutral
live O
and O
they O
suddenly O
say O
“ O
hi O
jingyi O
” O
… O
… O
… O
awkward O
level O
highh O

@SingPost B-neutral
lol O
can O
u O
help O
me O
to O
check O
whether O
my O
parcel O
is O
still O
in O
sg B-neutral
or O
has O
alrd O
returned O
back O
to O
USA B-neutral
? O

I'm O
at O
PRINCESS B-neutral
PALACEE I-neutral
✨ O
in O
Singapore B-neutral
https://t.co/bkAl6IywLe O

Synth B-neutral
HeaVen I-neutral
during O
last O
year's O
very O
cold O
HK B-neutral
trip O
. O
#tomleemusic O
#HongKong O
https://t.co/U9hLBJHqs2 O

Sunday O
brunch O
@ O
The B-neutral
Pourover I-neutral
Bar I-neutral
https://t.co/hCPyQnZfen O

I'm O
at O
Teo B-neutral
Heng I-neutral
KTV I-neutral
Studio I-neutral
in O
Singapore B-neutral
https://t.co/qdUvUd5AFX O

Who's O
tea O
? O
whostea O
@ O
Toa B-neutral
Payoh I-neutral
Central I-neutral
https://t.co/6YVJXnjjkw O

I'm O
at O
Rivervale B-neutral
Mall I-neutral
in O
Singapore B-neutral
https://t.co/4SRbCJubNH O

I'm O
at O
VivoCity B-neutral
in O
Singapore B-neutral
https://t.co/7tMgyDGicI O

alice B-neutral
through I-neutral
the I-neutral
looking I-neutral
glass I-neutral
( O
@ O
Cathay B-neutral
Cineplex I-neutral
in O
Singapore B-neutral
) O
https://t.co/7B0imqJncI O

Agreed O
- O
I O
think O
Qantas B-positive
will O
now O
be O
of O
my O
preferred O
list O
of O
carriers O
https://t.co/zgf8rFvMtY O

I'm O
at O
West B-neutral
Mall I-neutral
in O
Singapore B-neutral
https://t.co/T7LOsN7hjV O

Holiday O
happiness O
starts O
now O
! O
✈ O
✈ O
✈ O
@ O
Changi B-positive
Airport I-positive
https://t.co/33RZXGeAvg O

Sweet O
Monday O
Thankyou O
for O
the O
treat O
ctwy O
@ O
Collin's B-positive
At I-positive
Jubilee I-positive
Square I-positive
https://t.co/GsXfobUAJp O

I'm O
at O
Golden B-neutral
Landmark I-neutral
Shopping I-neutral
Complex I-neutral
in O
Singapore B-neutral
https://t.co/eakNWGx6WI O

Fourth O
KPOP B-neutral
Recital O
Practice O
: O
END O
! O

why O
didn't O
i O
realise O
they O
had O
this O
in O
the O
ep B-neutral
https://t.co/1qRIpKEl7r O

Shutter B-positive
Island I-positive
is O
so O
underrated O
? O
! O
? O
! O
! O
! O
? O
! O

Congrats O
for O
Portugal B-positive
! O
Cheers O
my O
Portuguese O
friends O
also O
! O
The O
best O
#tb O
ever O
. O
#franceee O
#euro2016 O
… O
https://t.co/rrA1gLIEQG O

@OfficialKmusic O
#MarkJin O
#MarkNior O
stage O
finally O
being O
seen O
by O
Mark B-neutral
' O
s O
family O
and O
friends O
! O
! O
! O

I'm O
at O
Shihlin B-neutral
Taiwan I-neutral
Street I-neutral
Snacks I-neutral
in O
Johor B-neutral
Bahru I-neutral
, I-neutral
Johor I-neutral
https://t.co/mHPyEknqvf O

s O
LIVE O
@SeaveyDaniel B-neutral
on O
#YouNow B-neutral
https://t.co/NHYFfAAyTbWhat O
are O
u O
doing O
? O
@SeaveyDaniel B-neutral
https://t.co/XxFor4rEKK O

How O
I O
spend O
my O
holiday O
( O
@ O
Majid B-neutral
Cheese I-neutral
Murtabak I-neutral
in O
Johor B-neutral
Bahru I-neutral
, I-neutral
Johor I-neutral
) O
https://t.co/mFirWuJt2m O

Back O
at O
it O
again O
with O
the O
batch O
pictures O
❤ O
️ O
#BatchmatesForever O
#WeAreSoComplete O
#AUG2016 O
@ O
NUS B-neutral
… O
https://t.co/qmWfEnV7Se O

25th O
faster O
please O
... O
I O
wanna O
book O
my O
ticket O
to O
Seoul B-neutral
before O
the O
dates O
that O
i O
wanna O
go O
no O
more O
already O
! O

I'm O
at O
ITE B-neutral
College I-neutral
Centra I-neutral
l O
- O
@itespore B-neutral
in O
Singapore B-neutral
https://t.co/Qgwk0yri1G O

. O
@cindyoxl O
@jingwwen O
( O
@ O
New B-neutral
Udon I-neutral
Thai I-neutral
Food I-neutral
( I-neutral
BBQ I-neutral
Steamboat I-neutral
) I-neutral
in I-neutral
Singapore I-neutral
) O
https://t.co/koz7nFGNMn O

Cold O
cut O
for O
dinner O
! O
And O
lots O
of O
cheese O
to O
go O
with O
wine O
. O
@ O
Napoleon B-neutral
Food I-neutral
& I-neutral
Wine I-neutral
Bar I-neutral
https://t.co/g1mJ9oUPEY O

The O
best O
part O
of O
Another B-positive
Period I-positive
is O
@michaelianblack B-positive

mousesports B-positive
crushed O
G2 B-negative
gg O
ez O
skins O
? O

The O
so O
called O
' O
BFF O
ice O
cream O
' O
@ O
Seoul B-neutral
Yummy I-neutral
@ O
Central B-neutral
https://t.co/c7Fr6q8Qo3 O

#SECTSSHOP B-neutral
#orchardgateway B-neutral
04-14 O
daily O
12-10 O
pm O
@ O
Orchard B-neutral
Road I-neutral
https://t.co/QdhCtj8vGR O

China B-negative
claimed O
all O
the O
way O
4000km O
reaching O
Malaysia B-neutral
waters B-neutral
. O
https://t.co/bwTTpryH9A O

I O
swear O
my O
mum O
is O
doing O
the O
kalpana B-neutral
bales I-neutral
. O

I'm O
at O
Blk O
969 O
Hougang B-neutral
St O
91 O
https://t.co/dxwbMd04M3 O

My O
#TeenChoice O
for O
#MaleWebStar O
is O
@camerondallas B-positive

Just O
posted O
a O
photo O
@ O
Singapore B-neutral
https://t.co/N5aPVr6Pe0 O

I O
love O
how O
zion B-positive
t I-positive
looks O
like O
an O
evil O
ahjumma O
here O
https://t.co/6FRlR778C8 O

See O
our O
latest O
#Singapore B-neutral
#job B-neutral
and O
click O
to O
apply O
: O
Business B-neutral
Analyst I-neutral
- O
Group O
Risk O
... O
- O
https://t.co/ZXDPTAD7Hx O
https://t.co/KJNFRbDDbH O

I'm O
at O
VivoCity B-neutral
in O
Singapore B-neutral
https://t.co/O1FCko1J0D O

